,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
2934, Octavia,2019,Manual,12269,Petrol,145,55.4,1.5,skoda
15769, Fiesta,2018,Manual,16577,Petrol,145,65.7,1.0,ford
6203, Passat,2019,Automatic,10002,Hybrid,135,43.5,1.4,vw
4550, Fiesta,2018,Manual,16498,Petrol,145,65.7,1.0,ford
1551, Octavia,2018,Manual,27608,Petrol,145,56.5,1.5,skoda
12842, C Class,2017,Automatic,34408,Petrol,145,47.1,2.0,mercedes
6413, C Class,2019,Automatic,500,Petrol,145,29.7,3.0,mercedes
10011, X1,2013,Manual,67000,Diesel,160,51.4,2.0,bmw
8391, A1,2016,Manual,28369,Petrol,30,55.4,1.4,audi
12684, Galaxy,2019,Semi-Auto,7439,Diesel,145,53.3,2.0,ford
2329, GLE Class,2017,Semi-Auto,17763,Diesel,145,39.2,3.0,mercedes
1377, Rapid,2015,Semi-Auto,26357,Petrol,150,48.7,1.4,skoda
11120, Kuga,2019,Semi-Auto,8123,Diesel,145,38.7,2.0,ford
415, M4,2020,Semi-Auto,40,Petrol,145,34.0,3.0,bmw
6069, Octavia,2010,Manual,300000,Diesel,125,57.6,1.9,skoda
11164, C Class,2015,Automatic,33720,Diesel,30,64.2,2.1,mercedes
3834, E Class,2019,Automatic,4282,Diesel,145,45.6,2.0,mercedes
1289, Yaris,2017,Automatic,8102,Hybrid,0,78.0,1.5,toyota
10417, 5 Series,2016,Automatic,55120,Diesel,30,62.8,2.0,bmw
2888, 3 Series,2019,Semi-Auto,1984,Diesel,145,48.7,2.0,bmw
2846, Fiesta,2017,Manual,39592,Petrol,150,65.7,1.0,ford
11948, Sharan,2019,Semi-Auto,6944,Diesel,145,41.5,2.0,vw
284, Kodiaq,2019,Automatic,4533,Diesel,145,39.2,2.0,skoda
12544, A Class,2017,Manual,22751,Petrol,145,51.4,1.6,mercedes
699, GLE Class,2017,Automatic,23825,Diesel,145,42.8,3.0,mercedes
10071, A Class,2018,Automatic,15724,Diesel,145,70.6,2.1,mercedes
6817, Focus,2015,Manual,30286,Petrol,125,51.4,1.5,ford
13779, Kuga,2017,Manual,23000,Diesel,150,54.3,2.0,ford
9363, C Class,2020,Semi-Auto,5000,Diesel,145,64.2,2.0,mercedes
8236, A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,mercedes
11172, Tiguan,2017,Semi-Auto,29159,Diesel,150,49.6,2.0,vw
1234, 3 Series,2015,Semi-Auto,22358,Diesel,145,56.5,3.0,bmw
2259, Grand C-MAX,2017,Manual,14369,Diesel,150,64.2,1.5,ford
9092, E Class,2019,Semi-Auto,5047,Diesel,145,47.1,3.0,mercedes
5380, C Class,2017,Semi-Auto,27993,Diesel,30,61.4,2.1,mercedes
1868, Fiesta,2018,Semi-Auto,27301,Petrol,145,54.3,1.0,ford
6724, A Class,2016,Semi-Auto,16145,Petrol,125,52.3,1.6,mercedes
2856, 3 Series,2016,Semi-Auto,43482,Diesel,30,64.2,2.0,bmw
3490, Auris,2015,Automatic,14303,Hybrid,0,72.4,1.8,toyota
7864, A3,2016,Manual,55321,Petrol,200,40.4,0.0,audi
1649, Yaris,2018,Automatic,8900,Hybrid,135,76.3,1.5,toyota
12176, Edge,2019,Semi-Auto,3157,Diesel,145,37.2,2.0,ford
3765, Ka+,2018,Manual,17554,Petrol,145,54.3,1.2,ford
2057, Yaris,2019,Manual,50,Petrol,145,47.9,1.5,toyota
3602, Citigo,2017,Automatic,11160,Petrol,145,65.7,1.0,skoda
4590, Octavia,2019,Manual,4559,Diesel,145,55.4,2.0,skoda
6224, Kuga,2019,Manual,10407,Diesel,145,38.2,2.0,ford
5834, Superb,2019,Automatic,5277,Diesel,145,47.1,2.0,skoda
9863, 3 Series,2016,Automatic,26000,Other,0,134.5,2.0,bmw
10214, Tiguan,2019,Semi-Auto,12581,Petrol,145,31.0,2.0,vw
3256, 4 Series,2018,Manual,17024,Petrol,145,46.3,2.0,bmw
7133, C Class,2019,Automatic,1000,Diesel,145,64.2,2.0,mercedes
9027, A4,2016,Manual,36459,Diesel,30,67.3,2.0,audi
6661, Focus,2017,Manual,17039,Petrol,145,60.1,1.0,ford
7724, Focus,2017,Manual,18150,Petrol,20,60.1,1.0,ford
8245, Focus,2018,Manual,5482,Petrol,145,57.7,1.0,ford
2080, Fabia,2017,Manual,10850,Petrol,145,64.2,1.0,skoda
10465, C Class,2013,Automatic,69900,Diesel,140,56.5,2.1,mercedes
8202, A Class,2019,Semi-Auto,1000,Diesel,145,67.3,1.5,mercedes
8885, Polo,2019,Manual,11676,Petrol,150,48.7,1.0,vw
8473, Q3,2020,Automatic,3854,Diesel,145,48.7,2.0,audi
12450, Up,2015,Manual,16561,Petrol,20,60.1,1.0,vw
3517, GLC Class,2020,Semi-Auto,999,Petrol,145,32.1,2.0,mercedes
11562, Fiesta,2018,Manual,8207,Petrol,145,58.9,1.0,ford
1791, A4,2017,Semi-Auto,9806,Petrol,30,53.3,2.0,audi
11453, Fiesta,2019,Manual,17115,Petrol,145,58.9,1.0,ford
12670, GLC Class,2016,Automatic,29529,Diesel,125,56.5,2.1,mercedes
7915, A1,2016,Manual,46000,Petrol,0,67.3,1.0,audi
5513, Octavia,2015,Manual,97745,Diesel,30,60.1,2.0,skoda
14531, Golf SV,2019,Automatic,1001,Petrol,145,42.8,1.5,vw
7399, C Class,2017,Semi-Auto,9714,Diesel,30,65.7,2.1,mercedes
3999, Fiesta,2016,Manual,42195,Petrol,20,62.8,1.0,ford
3975, Fiesta,2017,Manual,17932,Petrol,125,54.3,1.2,ford
3787, S Class,2018,Semi-Auto,5147,Diesel,145,52.3,3.0,mercedes
5001, Karoq,2019,Automatic,4992,Petrol,145,33.2,2.0,skoda
2326, E Class,2016,Semi-Auto,35012,Diesel,30,65.7,2.0,mercedes
3083, Fabia,2017,Manual,18339,Petrol,20,58.8,1.0,skoda
12747, Kuga,2015,Manual,63000,Diesel,125,60.1,2.0,ford
7800, Polo,2016,Manual,16753,Petrol,20,60.1,1.2,vw
10292, Fiesta,2017,Automatic,11108,Petrol,0,57.7,1.0,ford
5344, Golf,2016,Manual,101180,Diesel,0,74.3,1.6,vw
7906, Polo,2016,Manual,32301,Petrol,20,60.1,1.0,vw
5278, Q3,2020,Manual,1912,Petrol,145,40.9,1.5,audi
9429, Polo,2016,Manual,21331,Petrol,20,60.1,1.2,vw
10233, Focus,2018,Manual,15919,Petrol,145,57.7,1.0,ford
2121, A5,2014,Semi-Auto,52595,Diesel,150,53.3,2.0,audi
933, 3 Series,2018,Semi-Auto,21879,Petrol,150,51.4,1.5,bmw
14301, Touran,2016,Manual,18865,Diesel,30,64.2,2.0,vw
6567, 3 Series,2017,Semi-Auto,47896,Diesel,200,49.6,3.0,bmw
2303, A Class,2017,Semi-Auto,10227,Diesel,20,67.3,2.1,mercedes
3117, Q3,2018,Manual,18280,Petrol,145,51.4,1.4,audi
15595, Fiesta,2018,Manual,12438,Petrol,145,64.2,1.1,ford
5924, Passat,2017,Semi-Auto,32548,Diesel,145,60.1,2.0,vw
104, Corolla,2019,Automatic,1751,Hybrid,135,72.4,2.0,toyota
10085, Q5,2019,Automatic,1255,Diesel,145,32.5,3.0,audi
6084, A5,2020,Semi-Auto,3000,Petrol,145,39.8,2.0,audi
1274, A3,2017,Manual,20359,Petrol,30,60.1,1.4,audi
48, Focus,2019,Manual,10985,Diesel,145,74.3,1.5,ford
4257, A4,2017,Semi-Auto,26846,Diesel,150,56.5,2.0,audi
5463, Fabia,2017,Manual,17396,Petrol,145,64.2,1.0,skoda
1813, Q2,2019,Semi-Auto,2091,Diesel,145,47.9,1.6,audi
10495, A Class,2014,Manual,48218,Diesel,20,72.4,1.5,mercedes
10348, EcoSport,2019,Manual,2978,Petrol,145,53.3,1.0,ford
2577, Tourneo Custom,2019,Manual,6375,Diesel,145,32.5,2.0,ford
480, RAV4,2014,Manual,49429,Diesel,150,53.0,2.0,toyota
9168, 2 Series,2016,Manual,79460,Diesel,20,68.9,2.0,bmw
1530, GLA Class,2017,Manual,18458,Petrol,145,47.1,1.6,mercedes
4605, E Class,2019,Automatic,7839,Diesel,145,70.6,2.0,mercedes
3034, Scala,2019,Semi-Auto,4419,Petrol,150,47.1,1.0,skoda
3185, Auris,2017,Automatic,45751,Hybrid,0,78.5,1.8,toyota
13295, Focus,2020,Manual,200,Petrol,145,60.1,1.0,ford
10314, A Class,2017,Automatic,79260,Diesel,20,68.9,2.1,mercedes
6485, Passat,2020,Manual,5000,Petrol,145,43.5,1.5,vw
4384, Golf,2018,Automatic,7773,Hybrid,135,156.9,1.4,vw
12117, A Class,2017,Automatic,23431,Diesel,20,74.3,1.5,mercedes
3592, C Class,2019,Automatic,4505,Diesel,145,61.4,2.0,mercedes
15056, Focus,2017,Manual,30933,Petrol,145,60.1,1.0,ford
3528, C Class,2015,Manual,18766,Petrol,125,53.3,2.0,mercedes
7653, Focus,2014,Manual,34457,Petrol,235,39.2,2.0,ford
5442, E Class,2017,Automatic,26722,Diesel,145,72.4,2.0,mercedes
10234, A6,2011,Automatic,94700,Diesel,235,44.1,2.7,audi
2959, 2 Series,2019,Semi-Auto,11,Petrol,145,50.4,1.5,bmw
789, Golf,2010,Manual,101000,Diesel,125,57.6,2.0,vw
14454, Fiesta,2015,Manual,29194,Petrol,0,65.7,1.0,ford
2378, Golf,2016,Manual,49979,Petrol,30,53.3,1.4,vw
12474, A Class,2016,Manual,62528,Diesel,30,64.2,2.1,mercedes
3590, GLE Class,2016,Semi-Auto,2933,Diesel,200,47.9,2.1,mercedes
12348, Mondeo,2017,Semi-Auto,36957,Diesel,150,56.5,2.0,ford
1634, Karoq,2018,Automatic,16326,Petrol,145,51.4,1.5,skoda
1027, Golf,2019,Manual,1518,Petrol,145,45.6,1.5,vw
1715, Yaris,2017,Manual,29271,Petrol,30,58.0,1.3,toyota
5223, A Class,2016,Manual,27450,Diesel,20,72.4,1.5,mercedes
5376, A4,2019,Manual,10606,Petrol,145,39.2,2.0,audi
15005, Jetta,2011,Manual,60200,Diesel,125,58.9,2.0,vw
4076, Kodiaq,2018,Manual,20405,Petrol,145,40.9,1.4,skoda
7248, A3,2019,Semi-Auto,8148,Petrol,145,42.2,1.5,audi
5674, Fabia,2019,Manual,14925,Petrol,145,50.4,1.0,skoda
3616, Golf,2016,Semi-Auto,33833,Petrol,160,44.1,2.0,vw
3015, C Class,2020,Semi-Auto,9,Diesel,145,64.2,2.0,mercedes
6054, C-HR,2020,Automatic,1121,Other,135,58.9,1.8,toyota
7141, 3 Series,2017,Semi-Auto,19493,Diesel,0,74.3,2.0,bmw
2398, Fabia,2018,Manual,15868,Petrol,145,64.2,1.0,skoda
9484, B Class,2010,Manual,92573,Diesel,145,52.3,2.0,mercedes
5151, Octavia,2017,Manual,71907,Diesel,0,74.3,1.6,skoda
3057, A Class,2019,Semi-Auto,16,Diesel,145,67.3,1.5,mercedes
2206, A4,2020,Semi-Auto,2000,Diesel,145,49.6,2.0,audi
2326, Yeti Outdoor,2016,Semi-Auto,5928,Petrol,125,51.4,1.2,skoda
14403, Touran,2016,Automatic,28706,Diesel,125,60.1,2.0,vw
8946, GLA Class,2018,Semi-Auto,7887,Diesel,145,56.5,2.1,mercedes
10135, A1,2015,Manual,30500,Diesel,0,80.7,1.6,audi
5345, Golf,2016,Automatic,35297,Petrol,30,53.3,1.4,vw
399, E Class,2019,Semi-Auto,15316,Diesel,145,72.4,2.0,mercedes
685, Focus,2015,Manual,13391,Petrol,20,61.4,1.0,ford
308, Focus,2019,Manual,7000,Petrol,145,58.9,1.0,ford
9848, 1 Series,2017,Automatic,11360,Petrol,145,39.8,3.0,bmw
908, 7 Series,2019,Semi-Auto,7200,Diesel,150,42.2,3.0,bmw
2167, GLE Class,2017,Semi-Auto,17713,Diesel,145,47.9,2.1,mercedes
1093, 3 Series,2018,Semi-Auto,21010,Diesel,150,62.8,2.0,bmw
5571, A Class,2020,Semi-Auto,2185,Petrol,145,35.8,2.0,mercedes
4662, Q7,2016,Semi-Auto,48322,Diesel,200,47.9,3.0,audi
7363, GLE Class,2019,Semi-Auto,5401,Diesel,145,32.8,3.0,mercedes
14760, Amarok,2015,Automatic,49555,Diesel,260,35.3,2.0,vw
62, Citigo,2017,Manual,24341,Petrol,0,68.9,1.0,skoda
4709, Fabia,2019,Manual,12986,Petrol,145,57.7,1.0,skoda
8782, Polo,2018,Manual,11320,Petrol,145,52.3,1.0,vw
2711, CL Class,2018,Semi-Auto,18637,Diesel,145,52.3,2.2,mercedes
5225, 4 Series,2017,Semi-Auto,26680,Petrol,150,45.6,2.0,bmw
5269, Citigo,2018,Manual,12612,Petrol,145,64.2,1.0,skoda
14252, Touran,2019,Semi-Auto,7700,Diesel,145,50.4,1.6,vw
1390, CLS Class,2015,Automatic,50231,Diesel,125,56.5,2.1,mercedes
5703, C-HR,2018,Automatic,24547,Hybrid,140,74.3,1.8,toyota
867, A Class,2019,Semi-Auto,13570,Petrol,145,53.3,1.3,mercedes
5742, Fiesta,2019,Manual,15762,Diesel,145,55.4,1.5,ford
908, Golf,2017,Manual,2029,Petrol,145,58.9,1.0,vw
1358, Yeti Outdoor,2016,Semi-Auto,9826,Petrol,125,51.4,1.2,skoda
5744, Passat,2015,Manual,34715,Diesel,20,68.9,2.0,vw
6987, GLA Class,2015,Semi-Auto,47000,Diesel,125,56.5,2.1,mercedes
13006, Up,2014,Manual,35950,Petrol,20,62.8,1.0,vw
5075, X2,2019,Semi-Auto,8550,Diesel,145,48.7,2.0,bmw
3299, Ka+,2018,Manual,21105,Petrol,145,57.7,1.2,ford
6851, 1 Series,2019,Semi-Auto,11318,Petrol,145,39.8,3.0,bmw
5050, Octavia,2019,Manual,12001,Diesel,145,68.9,1.6,skoda
3783, Golf,2017,Manual,33945,Diesel,145,67.3,1.6,vw
2295, Golf,2018,Semi-Auto,17277,Petrol,145,58.9,1.5,vw
5631, Superb,2016,Automatic,45234,Diesel,30,62.8,2.0,skoda
6184, Octavia,2019,Manual,13651,Diesel,150,67.3,1.6,skoda
8399, A3,2016,Automatic,46636,Diesel,125,61.4,2.0,audi
3940, Golf,2017,Manual,38604,Petrol,265,35.8,2.0,vw
7532, Q2,2017,Manual,21950,Petrol,150,50.4,1.4,audi
871, C Class,2015,Semi-Auto,35034,Petrol,125,53.3,2.0,mercedes
13393, Fiesta,2018,Manual,16988,Petrol,145,56.5,1.0,ford
9445, 2 Series,2016,Automatic,30626,Diesel,20,72.4,1.5,bmw
2176, 1 Series,2019,Manual,15598,Diesel,150,72.4,1.5,bmw
12447, C Class,2018,Automatic,22291,Diesel,150,60.1,2.1,mercedes
1914, 1 Series,2017,Automatic,27108,Petrol,145,39.8,3.0,bmw
4204, Superb,2014,Semi-Auto,19500,Diesel,150,55.4,2.0,skoda
3660, Q2,2020,Semi-Auto,5900,Petrol,150,32.5,2.0,audi
7226, Q2,2017,Manual,25213,Petrol,145,52.3,1.4,audi
7469, SL CLASS,2019,Semi-Auto,1000,Petrol,145,47.1,2.0,mercedes
1852, Yaris,2014,Automatic,51275,Hybrid,0,80.7,1.5,toyota
3179, 3 Series,2019,Semi-Auto,6113,Petrol,145,42.2,2.0,bmw
1564, Yaris,2017,Manual,63978,Petrol,150,56.5,1.5,toyota
15491, Fiesta,2017,Manual,12218,Petrol,145,65.7,1.0,ford
9540, C-MAX,2017,Manual,33115,Diesel,20,68.9,1.5,ford
9798, A5,2017,Automatic,38771,Diesel,145,67.3,2.0,audi
7020, Kuga,2017,Manual,26323,Diesel,145,54.3,2.0,ford
4383, Aygo,2017,Manual,16220,Petrol,0,69.0,1.0,toyota
11705, Tiguan,2017,Manual,25152,Diesel,150,50.4,2.0,vw
6016, 5 Series,2017,Semi-Auto,48883,Diesel,145,53.3,3.0,bmw
6244, Q2,2019,Automatic,4155,Petrol,145,33.2,2.0,audi
7783, 1 Series,2015,Manual,50000,Petrol,125,50.4,1.6,bmw
2945, 3 Series,2019,Automatic,6129,Diesel,145,50.4,2.0,bmw
1914, Golf,2019,Semi-Auto,8597,Petrol,145,36.2,2.0,vw
10064, 5 Series,2015,Automatic,60892,Diesel,125,60.1,2.0,bmw
10606, Tiguan,2017,Manual,8242,Diesel,160,50.4,2.0,vw
10861, Tiguan,2017,Manual,33838,Diesel,125,58.9,2.0,vw
8765, Polo,2016,Manual,59963,Petrol,20,60.1,1.2,vw
5031, EcoSport,2018,Manual,22852,Petrol,145,54.3,1.0,ford
8209, 5 Series,2014,Automatic,62125,Diesel,150,55.4,2.0,bmw
5066, Golf,2014,Automatic,42324,Diesel,20,72.4,1.6,vw
2496, Fiesta,2017,Manual,12920,Petrol,0,65.7,1.0,ford
12945, GLA Class,2019,Automatic,5048,Petrol,145,36.2,1.6,mercedes
8814, Polo,2015,Semi-Auto,18529,Petrol,20,60.1,1.2,vw
2566, A Class,2017,Manual,27781,Petrol,145,49.6,1.6,mercedes
8254, A3,2012,Manual,88394,Diesel,125,60.1,2.0,audi
6200, Prius,2018,Automatic,43584,Hybrid,135,235.0,1.8,toyota
8001, Kuga,2019,Manual,6925,Diesel,145,47.9,2.0,ford
13067, V Class,2018,Automatic,14777,Diesel,145,44.8,2.1,mercedes
7789, 5 Series,2013,Automatic,56000,Diesel,125,57.6,2.0,bmw
4967, Aygo,2019,Manual,4231,Petrol,145,56.5,1.0,toyota
4522, Golf,2016,Automatic,12140,Petrol,30,53.3,1.4,vw
2439, Golf,2017,Semi-Auto,41576,Diesel,30,62.8,2.0,vw
7850, 5 Series,2019,Automatic,2220,Diesel,145,62.8,2.0,bmw
14007, Kuga,2011,Manual,84000,Diesel,205,47.1,2.0,ford
10960, A Class,2018,Automatic,21015,Diesel,145,65.7,1.5,mercedes
16208, Fiesta,2018,Automatic,6906,Petrol,145,48.7,1.0,ford
7019, A Class,2019,Manual,12187,Petrol,145,28.5,1.3,mercedes
7922, E Class,2015,Automatic,29500,Diesel,145,54.3,3.0,mercedes
6481, Verso,2017,Semi-Auto,8702,Petrol,160,43.5,1.8,toyota
9056, A6,2016,Automatic,32657,Diesel,125,56.5,3.0,audi
9986, Polo,2016,Manual,16000,Petrol,20,60.1,1.2,vw
710, T-Roc,2019,Automatic,1000,Diesel,145,49.6,2.0,vw
68, EcoSport,2017,Manual,43081,Petrol,145,44.8,1.5,ford
683, GLE Class,2017,Semi-Auto,20925,Diesel,145,39.2,3.0,mercedes
4307, Golf,2019,Semi-Auto,9290,Petrol,150,32.8,2.0,vw
8153, Kuga,2019,Manual,12812,Diesel,145,47.9,2.0,ford
5353, Golf,2019,Manual,15105,Petrol,145,49.6,1.0,vw
818, Yaris,2019,Automatic,1401,Hybrid,140,76.3,1.5,toyota
6539, T-Cross,2019,Automatic,3800,Diesel,150,51.4,1.6,vw
890, Yaris,2017,Manual,31512,Petrol,145,55.0,1.3,toyota
1928, C Class,2020,Semi-Auto,5000,Petrol,145,44.1,1.5,mercedes
8605, Q7,2019,Automatic,9150,Diesel,150,32.1,3.0,audi
9295, TT,2019,Manual,750,Petrol,145,39.8,2.0,audi
1245, Golf,2016,Semi-Auto,14731,Petrol,160,44.1,2.0,vw
255, C-MAX,2017,Manual,12982,Petrol,30,55.4,1.0,ford
5230, Golf,2016,Manual,79385,Diesel,20,67.3,2.0,vw
2873, Golf,2015,Semi-Auto,8464,Petrol,200,39.8,2.0,vw
9056, Mondeo,2020,Manual,16,Diesel,145,65.7,2.0,ford
10016, GLA Class,2015,Automatic,26177,Petrol,240,37.7,2.0,mercedes
7174, Polo,2016,Manual,26298,Petrol,20,60.1,1.2,vw
4094, Aygo,2017,Manual,13397,Petrol,0,69.0,1.0,toyota
69, T-Roc,2019,Semi-Auto,1000,Petrol,145,32.5,2.0,vw
1496, Yaris,2017,Manual,17152,Petrol,30,55.0,1.3,toyota
9226, 3 Series,2012,Manual,41000,Petrol,200,42.8,2.0,bmw
5124, 2 Series,2018,Semi-Auto,14258,Petrol,150,32.5,3.0,bmw
10050, Focus,2019,Manual,5452,Petrol,145,58.9,1.0,ford
6725, 4 Series,2016,Semi-Auto,37000,Petrol,200,41.5,3.0,bmw
4328, Aygo,2015,Manual,31643,Petrol,0,69.0,1.0,toyota
3194, C Class,2019,Semi-Auto,10939,Petrol,145,44.1,1.5,mercedes
4563, Roomster,2014,Manual,53850,Petrol,150,49.6,1.2,skoda
14980, Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2.0,vw
4356, Aygo,2020,Manual,1000,Petrol,145,57.7,1.0,toyota
16192, Fiesta,2019,Manual,10956,Petrol,145,58.9,1.0,ford
769, Golf,2019,Automatic,6602,Diesel,145,52.3,2.0,vw
6813, Polo,2017,Automatic,30989,Petrol,150,60.1,1.2,vw
12657, Fiesta,2017,Manual,50709,Petrol,145,64.2,1.1,ford
12890, CLA Class,2019,Manual,3794,Petrol,145,42.8,1.6,mercedes
17342, Fiesta,2008,Manual,95000,Petrol,160,45.6,1.4,ford
3382, Fiesta,2016,Manual,10476,Petrol,0,65.7,1.0,ford
6564, Fiesta,2014,Manual,29875,Petrol,0,65.7,1.0,ford
17301, Fiesta,2017,Automatic,13305,Petrol,145,54.3,1.0,ford
7297, X6,2019,Semi-Auto,101,Diesel,145,34.9,3.0,bmw
12509, Up,2017,Manual,25000,Petrol,145,64.2,1.0,vw
3859, Fiesta,2018,Manual,15683,Petrol,145,64.2,1.1,ford
2076, Fabia,2018,Manual,13621,Petrol,145,64.2,1.0,skoda
6587, Galaxy,2017,Manual,39616,Diesel,145,56.5,2.0,ford
3893, Aygo,2018,Manual,7378,Petrol,145,68.9,1.0,toyota
5212, Aygo,2019,Manual,3,Petrol,145,56.5,1.0,toyota
7181, A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,mercedes
1698, Yaris,2019,Automatic,6986,Hybrid,135,76.3,1.5,toyota
1855, Focus,2016,Manual,23599,Petrol,200,41.5,2.0,ford
2667, Golf,2017,Manual,19285,Diesel,20,67.3,2.0,vw
3381, Auris,2016,Automatic,18601,Hybrid,0,72.4,1.8,toyota
16433, Fiesta,2015,Manual,44000,Petrol,125,54.3,0.0,ford
1776, Golf,2016,Semi-Auto,18938,Petrol,0,65.7,1.0,vw
4224, Fabia,2016,Manual,24487,Petrol,20,60.1,1.2,skoda
3785, A6,2019,Automatic,8000,Diesel,145,50.4,2.0,audi
6867, Focus,2017,Automatic,6922,Petrol,150,46.3,1.5,ford
8881, 3 Series,2015,Automatic,107940,Diesel,145,56.5,3.0,bmw
7115, Q5,2018,Semi-Auto,7968,Petrol,145,34.0,3.0,audi
2683, GLC Class,2017,Semi-Auto,42000,Diesel,150,56.5,2.1,mercedes
5507, Yeti,2017,Manual,13591,Petrol,145,51.4,1.2,skoda
11254, C Class,2016,Automatic,27268,Diesel,30,64.2,2.1,mercedes
6614, T-Cross,2020,Manual,420,Petrol,145,47.9,1.0,vw
12106, GLA Class,2019,Automatic,9910,Petrol,150,36.2,1.6,mercedes
4178, A1,2016,Semi-Auto,25470,Petrol,30,70.6,1.4,audi
9566, 1 Series,2016,Manual,46035,Diesel,20,70.6,1.5,bmw
11580, Tiguan,2014,Automatic,47945,Petrol,300,32.8,2.0,vw
7827, Q7,2014,Automatic,47522,Diesel,300,38.2,3.0,audi
6531, Verso,2017,Automatic,31556,Petrol,160,43.5,1.8,toyota
9033, Fiesta,2015,Manual,28324,Petrol,0,65.7,1.0,ford
7447, E Class,2014,Semi-Auto,23435,Diesel,160,47.9,3.0,mercedes
6602, Fiesta,2018,Manual,9021,Petrol,145,56.5,1.0,ford
317, T-Roc,2018,Manual,9000,Diesel,150,50.4,1.6,vw
5498, 1 Series,2019,Semi-Auto,4694,Diesel,150,57.7,1.5,bmw
2928, Yaris,2019,Automatic,3385,Hybrid,135,76.3,1.5,toyota
6572, 3 Series,2015,Semi-Auto,44533,Diesel,20,68.9,2.0,bmw
1289, Focus,2017,Manual,16480,Diesel,20,67.3,2.0,ford
17696, C-MAX,2017,Manual,19932,Diesel,20,68.9,1.5,ford
6545, A5,2018,Semi-Auto,26693,Petrol,145,50.4,2.0,audi
6916, Polo,2019,Manual,5000,Petrol,145,52.3,1.0,vw
7999, Polo,2017,Manual,41000,Petrol,20,60.1,1.2,vw
7033, Focus,2016,Manual,55790,Diesel,0,74.3,1.5,ford
2400, 4 Series,2016,Automatic,15788,Diesel,30,65.7,2.0,bmw
5711, Octavia,2015,Automatic,74933,Diesel,125,60.1,2.0,skoda
3939, R8,2019,Automatic,8175,Petrol,145,21.6,5.2,audi
3304, Auris,2017,Automatic,20996,Hybrid,135,70.6,1.8,toyota
5045, C Class,2019,Semi-Auto,9613,Diesel,150,61.4,2.0,mercedes
8401, A6,2018,Automatic,17703,Diesel,150,50.4,2.0,audi
12352, A Class,2018,Manual,31149,Petrol,150,51.4,1.6,mercedes
3165, Auris,2015,Automatic,34000,Hybrid,0,72.4,1.8,toyota
11661, Fiesta,2019,Manual,9101,Petrol,145,58.9,1.0,ford
4516, B Class,2019,Semi-Auto,13621,Petrol,145,45.6,1.3,mercedes
8208, A5,2013,Automatic,44681,Diesel,125,58.9,2.0,audi
3087, Scala,2020,Manual,1284,Diesel,145,57.7,1.6,skoda
2251, Yaris,2014,Automatic,7881,Hybrid,0,76.3,1.5,toyota
5955, A Class,2019,Semi-Auto,100,Petrol,145,35.3,2.0,mercedes
13060, Scirocco,2014,Semi-Auto,56679,Diesel,145,50.4,2.0,vw
10475, 5 Series,2016,Automatic,57232,Diesel,20,68.9,2.0,bmw
12900, C-MAX,2017,Manual,37367,Petrol,30,55.4,1.0,ford
4635, Golf,2018,Manual,14903,Diesel,145,60.1,2.0,vw
380, C Class,2019,Semi-Auto,1558,Petrol,145,44.1,1.5,mercedes
3708, 3 Series,2019,Semi-Auto,6382,Petrol,150,42.2,2.0,bmw
2368, 5 Series,2016,Semi-Auto,31570,Diesel,30,62.8,2.0,bmw
12462, C Class,2016,Automatic,17050,Diesel,30,64.2,2.1,mercedes
2630, Golf,2015,Manual,38514,Petrol,30,53.3,1.4,vw
10373, Tiguan,2019,Semi-Auto,50,Diesel,145,35.3,2.0,vw
9756, Focus,2018,Semi-Auto,5315,Petrol,145,51.4,1.0,ford
6546, A3,2017,Manual,41293,Diesel,20,65.7,2.0,audi
6077, X1,2017,Semi-Auto,24534,Diesel,150,55.4,2.0,bmw
10890, Focus,2016,Manual,44815,Petrol,20,61.4,1.0,ford
7132, GLA Class,2019,Semi-Auto,1000,Diesel,145,64.2,2.1,mercedes
5216, Aygo,2017,Manual,15972,Petrol,0,68.9,1.0,toyota
2968, A5,2014,Semi-Auto,55800,Diesel,125,58.9,2.0,audi
11079, Ka+,2019,Manual,162,Petrol,145,43.5,1.2,ford
12900, Up,2015,Automatic,8173,Petrol,20,62.8,1.0,vw
5586, Z4,2020,Semi-Auto,202,Petrol,145,37.2,2.0,bmw
4749, Octavia,2019,Semi-Auto,10112,Diesel,145,72.4,1.6,skoda
10007, A5,2015,Automatic,68250,Diesel,200,44.8,3.0,audi
7503, Polo,2016,Manual,25000,Petrol,20,60.1,1.0,vw
9462, Mustang,2019,Semi-Auto,1780,Petrol,145,22.1,5.0,ford
140, Corolla,2019,Manual,8328,Petrol,145,39.2,1.2,toyota
3713, Aygo,2017,Manual,16523,Petrol,145,68.9,1.0,toyota
3260, Fabia,2019,Manual,3993,Petrol,145,60.1,1.0,skoda
467, A4,2017,Semi-Auto,31214,Diesel,30,67.3,2.0,audi
3844, Golf,2020,Manual,999,Petrol,145,50.4,1.5,vw
16768, Focus,2018,Manual,31611,Petrol,145,60.1,1.0,ford
3812, Focus,2019,Manual,8493,Petrol,145,60.1,1.0,ford
8706, Fiesta,2018,Manual,13820,Petrol,145,65.7,1.0,ford
