,price
2836,18998
12070,12495
8416,9190
4800,7298
4760,56950
2512,12995
6052,27989
1121,18998
17076,2250
272,20485
6183,18995
3330,19980
7287,22990
10851,10500
1202,10500
10524,29999
668,20491
7874,34995
4952,30990
5333,26490
5817,22765
5492,10991
6818,22440
9,14250
6990,15882
12488,13000
3597,25995
798,18498
7740,43899
9200,12795
9613,12950
7526,22899
2475,20175
11413,22495
5586,19290
7230,31485
9368,13990
12043,12290
1754,8000
4147,43991
2313,16500
16309,8295
1787,15250
6425,15375
1580,13891
1095,10698
368,29498
5682,9998
3483,14950
3326,23750
12457,12700
3445,17695
5209,7390
3306,32750
2937,23450
4847,32490
5606,32850
4303,7480
3708,19701
7560,19180
4280,15698
8598,15300
10871,11399
11006,21990
8429,21880
11611,8495
6922,26049
4340,9995
10331,15320
2530,15270
4920,12999
8805,17500
9255,16999
5210,13380
2928,20480
3346,14790
3308,8995
2679,6698
2370,13790
8522,12400
6144,12995
6370,7995
2417,13898
8224,12500
4047,49990
4380,7790
73,8300
3701,16990
1369,18450
1064,9881
9349,39249
8013,17500
3366,22990
3815,8698
8895,14995
16106,10995
8336,10499
4582,29200
4847,41500
8305,15899
5082,16495
3450,11210
6204,21500
4969,23480
491,19995
11042,9995
3787,25000
1378,16990
14117,7999
10118,24998
1533,12700
4553,16000
8679,18000
1629,15610
8882,9533
3963,32467
7989,17999
11487,18999
5388,26495
816,17795
1238,9550
5543,13500
3452,25991
7216,43999
15556,9800
4470,62990
3898,17980
4469,18980
5791,21495
14190,26000
6377,20895
925,17990
7906,13991
5258,13450
3551,10990
9815,18759
3031,28620
1856,9998
8352,25879
2514,23495
11198,15199
3395,15195
7726,49549
2485,15991
2957,18860
7902,13750
6188,31970
11135,10795
1876,13470
10444,12600
7386,10995
5457,6360
4232,20850
11551,8995
355,11999
13289,10000
2212,16650
8157,7500
10558,11600
5349,10302
1548,18990
7464,8995
10123,7995
5706,19995
4533,7999
4059,13990
1502,17998
11447,22991
9248,39989
7780,27442
6608,17999
8305,8788
2378,11985
9198,12000
8700,17000
2152,19500
10330,11500
3926,5790
10422,22490
356,12995
3172,12495
5902,19762
4297,11490
2289,24780
3884,9997
11091,31450
6253,6040
3581,18240
8881,13500
9443,10070
4673,12299
4737,8480
8978,16190
3749,13620
4646,8790
2498,19995
3103,26390
7174,16900
2336,16040
6360,13499
8310,9312
11513,19999
10108,18799
1955,10998
4930,10495
10458,12999
3078,27480
621,25998
6259,8492
12893,8200
17088,8450
6489,13599
611,19995
6012,12795
17816,4000
15889,10498
1920,18340
10420,39900
2371,23250
6803,36444
11991,23095
5086,45999
4686,20499
10628,12343
1333,35810
5451,8791
8573,15799
6412,25960
17934,18999
9485,12499
5116,24490
12566,5490
11367,12481
4111,17491
855,11802
2748,16000
6419,28445
5822,16995
9648,32950
16121,7880
4114,24990
3512,11195
959,22699
1832,7290
15107,7440
11447,19999
4316,24600
6760,20399
11618,21999
10070,16995
15696,8695
10380,18991
1079,13350
15045,15450
3172,13995
6057,14500
6010,20980
1170,31996
1063,11810
269,9498
5290,48480
6903,21995
949,19490
4764,17480
4782,46532
9055,15990
1646,6694
3271,11999
551,21000
13005,16000
506,12998
3582,17499
1279,28880
6540,26999
5266,77500
6663,15950
3342,29000
4927,6295
9855,13995
10933,11000
10374,22991
9259,9899
9491,23490
2156,12392
7666,12500
12301,12200
7771,8498
2022,15795
5008,24490
12,23750
3022,23990
12602,11491
7732,17500
4821,7498
3326,49480
8077,6840
1695,21630
12177,19500
3014,26950
5580,17150
1257,22998
14022,31214
8878,11695
4208,14495
2058,19602
3064,22480
7275,23990
9148,24488
4292,10995
4742,117990
2551,17800
1728,22990
6984,15000
12852,19750
14417,14490
1701,32888
10932,12999
6655,10995
5310,29450
10321,32000
1786,13200
12120,28495
11495,18999
12954,9950
1146,18298
5286,33990
7685,20000
5646,21750
4331,14995
1623,48090
7214,20995
9638,32750
16250,5795
10542,50995
9359,24995
8361,17994
6049,11100
3287,11995
2333,14500
9836,9399
10021,16995
8949,14290
17847,16500
3701,13495
838,18998
12353,21000
7938,8990
3995,18780
3438,8995
5750,15995
9668,8699
12032,10900
8633,16450
5242,12219
2234,31450
602,19499
357,15200
14787,35990
8405,9659
137,21495
2780,8990
2868,20691
1267,16491
4251,10990
14115,25290
7042,12495
3781,14295
6413,14690
1202,13495
4491,24780
687,18995
10625,28495
971,17990
4023,8750
2925,8250
8709,19600
7464,13999
8920,18999
1401,10500
2958,24990
5988,9625
2099,13534
10346,20380
3892,21000
4368,26950
7750,65000
6580,21998
5582,27970
5213,10490
2362,44880
11306,14990
6640,48766
6125,7986
8965,14000
7583,10298
1898,11485
4924,23500
13977,35750
5064,17950
6441,18940
5660,21995
6135,26195
5180,19495
3898,32950
13051,12689
11799,24989
2938,18995
5080,18490
1300,12998
1021,27490
2835,19698
17086,14350
10861,17699
3595,23490
7477,14950
7282,26875
929,10995
6781,14241
12697,20800
571,19250
1607,7495
4110,31972
1213,22503
9806,13450
5372,11750
6267,13995
3109,21995
12866,12750
12795,34763
10234,8495
3754,27600
9595,12500
326,13489
10850,9995
78,6990
13698,42950
3934,16999
11736,18674
8223,10990
1983,12590
1893,19500
14941,15299
9867,19995
3474,18488
4230,10380
10244,28000
9743,8599
6824,18101
4496,10750
2047,15700
6505,30995
55,19450
2287,18495
9331,18799
1848,20495
3710,20001
751,14498
8173,16940
1579,17490
8154,8701
2648,7691
1915,14995
2478,22525
299,25226
12562,7490
637,32500
2775,10490
7369,27990
4341,23700
15384,8300
15402,10000
5722,28950
8094,10799
8488,49999
2545,27990
8229,17490
6857,25243
7947,15871
2055,18860
12331,16800
179,16899
9514,28995
13837,9690
9948,10500
6499,12500
12009,19290
12614,15995
8807,19800
10582,10950
3753,20980
9623,12799
10442,22498
13414,47988
5530,7880
9839,10450
12246,15800
3606,18490
7658,23444
2935,19475
12446,7141
8420,17799
12210,9489
564,28995
5828,16900
2084,39990
866,28490
2406,11732
12367,18100
14255,10099
3171,11498
16671,7999
12151,12490
4702,12000
1682,5298
2488,25172
5411,19284
3739,46755
5161,9290
4190,36791
5233,8991
5061,15960
4277,21000
3466,24999
3562,22990
3013,9550
3490,10480
8642,13000
36,16000
3881,28940
5733,14270
2045,17891
1712,18995
10587,23998
12218,15750
9812,15990
2835,18500
6849,25995
12155,13950
2961,20490
4453,10990
12365,18700
1844,21995
8034,11495
3664,5340
1048,19991
6856,33997
3120,17481
2382,15698
11524,3399
10453,8685
6223,26950
9741,11000
9750,11990
6661,24945
5590,7795
15456,15100
9297,7995
3115,8995
6299,31460
1383,22646
13,17999
1035,10995
12225,4998
5907,17404
6111,6998
4915,15800
10072,19995
3096,5991
8930,9495
7644,7750
10624,11500
2650,27462
3737,23890
2819,20975
10645,30300
8898,13999
4324,17995
11549,17181
8548,13799
2901,6140
2861,31880
13587,5495
10542,10400
3050,14990
1968,13790
6372,28881
4151,11449
4800,12000
8913,13799
1611,5491
7806,20349
4784,7997
7525,23900
5410,16700
1408,12295
4161,23000
407,15498
6182,10999
7718,18998
238,22000
5700,26750
11599,8495
6419,3495
8675,12490
1608,10991
17525,2499
6847,11295
5051,22926
314,25650
13101,23999
6506,11000
7117,32500
1928,11490
6862,19599
3141,29980
10165,9445
6458,13950
2626,8950
1492,10995
32,12690
12205,18750
10555,19000
13190,14400
6476,45450
779,19998
7587,10899
1144,15495
8945,14995
3132,19490
10809,27500
16187,1095
1006,21998
1588,13212
17196,16495
12045,27490
5070,17999
6910,10498
10622,14100
6150,13800
5177,27990
9978,28000
2059,10378
223,47895
9846,9999
5913,25000
16493,9995
7566,14444
4096,7495
1550,12450
861,8995
12877,59700
2098,14499
5904,14790
15771,9688
1828,8498
11853,42490
4833,19850
9123,13990
5643,20498
10278,43900
1020,9750
243,29236
11576,15492
1042,8698
3030,19196
14984,10999
6379,7495
1718,15490
4819,9050
1542,21998
3643,11950
15134,10100
1562,6050
3023,17298
10021,2550
1212,10995
3922,12000
5336,33950
11546,16299
6741,27990
16996,5750
6286,25881
13317,12000
8903,10695
3410,13990
6405,13450
4672,28315
2141,12990
5290,10800
2349,9800
1793,21965
7467,38995
2214,25298
144,17100
3269,54995
384,7999
9997,8495
3839,33750
12638,20500
2204,14999
10588,11679
8001,39999
1569,16475
9597,12500
9483,10799
6438,22888
4002,32552
295,17298
209,28985
13899,31995
3661,9498
13741,39995
4135,10995
15178,14695
141,12700
10669,16990
1732,22810
2651,25945
6287,10492
9032,14999
16218,9750
9845,4299
12615,33450
2477,5999
2901,9990
7113,67000
2990,24526
4603,31750
3099,20480
6820,33599
8821,8991
8989,20249
10084,14995
2459,11995
14603,20490
1369,8995
16181,12999
7909,11171
8151,8491
4416,21857
2186,14990
11617,13362
10140,14299
9635,10999
7409,14990
10201,13500
9033,14790
3664,18750
2897,23495
144,8698
2351,5790
6305,9840
7617,11500
6054,7495
7986,15995
6517,22495
842,22498
1231,25499
232,17000
11733,17000
1558,13294
107,17000
10295,18991
4495,29990
216,12198
10152,28790
5578,19950
9088,18990
3717,10295
2404,21285
11607,12490
1819,15595
1616,19895
10158,17590
1754,20995
14888,32562
1951,19275
3509,12495
8461,28000
10283,6820
6934,22899
5320,26950
11775,12990
6481,8999
1337,8995
437,19298
9971,19000
4453,32980
5469,10995
3168,37682
10383,11300
3074,8800
982,17498
12357,8000
9096,14499
874,17490
3152,14650
1584,17397
12498,7957
12971,43995
8389,15699
4291,12690
13703,17400
3621,18990
9932,11000
8925,10699
4121,7995
1414,41530
9224,2995
6527,19250
5318,6799
9220,2375
8423,41399
1031,19751
9980,29950
2999,20280
16634,6399
12083,18500
9268,27245
10174,19333
12359,5243
15076,13499
16629,11499
12824,18000
8275,24299
426,19998
5444,29000
8656,11800
7113,11995
394,27998
4041,20495
3964,33356
8939,45799
9482,11269
3825,25450
7002,21991
1637,17490
1516,22770
11036,17990
12536,7080
801,30495
5036,6572
13529,23495
10622,10999
5365,18400
8990,12599
3642,13990
6295,17650
5025,19900
869,16998
16738,13559
8796,28299
5568,56322
1296,7570
1448,22498
6581,31946
2776,22275
997,10850
3234,18795
16264,9790
3562,8995
5034,8622
1692,13500
13980,18600
3060,49980
3109,18995
11782,19995
7976,28400
10253,4990
2520,20298
8739,11795
1701,14995
2769,12840
3150,17498
4063,29990
4473,28495
7270,34299
15920,8499
15434,8400
11625,15999
1043,15998
2951,32326
16606,9999
6105,15985
4698,18990
2132,15790
9198,11495
4265,18795
1061,20990
491,31000
7419,17400
6747,21990
5149,38487
11002,16690
747,20250
7444,36490
3885,7971
2675,16495
246,24000
4886,30990
15537,12000
4417,19991
1616,9040
1067,19798
2744,14742
3619,14490
13187,13993
3848,26650
8808,15200
646,21692
6646,17295
4400,13800
5554,5495
2389,23990
6423,48895
9107,14499
8334,23350
7708,18900
11836,18800
13475,19995
4089,6450
8099,12761
193,22995
9237,14500
12978,9889
13688,51190
1215,30061
13498,19500
6562,23389
3007,12498
356,32995
11719,27990
13249,24450
6596,26994
11783,29000
3739,9400
5585,16450
2928,23694
1765,8795
6624,16025
4974,22980
7316,7500
3277,19300
5546,22072
2426,24000
4214,11100
4071,12995
1115,13555
9213,15499
8447,19988
3425,9980
5868,28000
3092,24440
9224,9300
823,12000
3828,10950
1530,28991
1722,17999
6094,29980
2807,7995
5274,17150
7595,46500
11107,16000
7298,16695
14585,10999
769,7995
11349,19599
5649,14000
4039,7295
88,16100
6231,21250
4211,29995
8253,49669
2585,13995
5686,17298
11620,11995
14033,22290
10363,10699
6463,29500
213,26000
4755,13140
3613,36995
7661,13650
7054,15916
12960,25495
11754,18500
5824,33000
4662,22225
14495,7391
11674,22000
7099,25199
13477,5995
8551,16990
1041,10500
8500,21099
11389,18399
5987,17980
1049,16450
520,23991
11121,10795
9855,13150
10624,16900
14863,32727
1200,9495
2107,18000
7723,15899
12738,6999
9874,12995
2751,8980
1922,11690
12692,12000
2572,19995
6047,29390
7199,29249
5350,25472
3615,31950
9425,3350
17173,11495
6672,22950
3101,16798
1259,22398
2903,24980
7358,2495
8697,18899
1503,9490
1589,8980
650,22998
698,14750
10816,11899
17295,9100
3758,8450
9772,9475
5299,54000
12008,11490
597,19490
9895,11475
4868,12500
11432,12999
10977,26790
8541,15995
5537,8550
183,36998
1736,16567
7306,29400
12270,6995
14633,9893
323,12798
6335,24250
2123,17650
7334,9950
10213,33999
7974,26699
9488,19900
10620,26246
11107,15275
8209,14790
8275,26750
1911,10995
1630,12630
14635,7511
10426,10670
5871,14499
7385,24450
5097,9520
12183,14400
3087,17298
7569,20000
1472,47480
14359,6499
6357,10595
10523,11195
3412,16495
1729,12498
7239,11000
6478,15000
1774,13995
10283,12199
16659,16499
5023,26444
15318,15500
8097,9900
10696,17552
2887,7995
14606,8199
13809,38103
8628,10400
2665,17495
6982,9495
990,8495
9404,9690
5353,13841
6190,17995
5699,13450
5336,25344
7412,12999
3703,25480
6820,35990
711,30850
8427,9523
13009,13000
11562,17149
2201,24990
3595,10495
2387,7290
2231,9750
5103,17495
525,9298
6201,11999
9156,24988
4607,15497
5757,16990
5829,9500
1969,12495
1042,11295
11364,17981
17201,11494
8416,11655
10045,12199
5280,11370
16049,8995
4930,11995
7470,8465
1133,27998
9650,8619
5450,6490
1867,10490
1092,19990
475,22995
2212,12475
4644,22299
4118,9490
9906,12000
4769,57950
7008,23412
10610,23450
7434,36490
618,15995
14231,21390
9262,26490
7671,8990
3990,7880
674,22995
2803,13498
6194,28300
4787,14000
13767,8856
4459,6191
0,12500
9719,16490
12288,7495
6047,22950
8257,37599
8874,11999
14064,34000
9989,16895
9256,31699
5380,35450
2809,7495
3192,6191
832,21995
8457,40999
9539,32890
9300,5475
1391,9400
10419,15750
1307,15995
3209,14500
6240,14000
12650,11000
6613,23400
3561,15999
6099,24595
15770,9289
11368,17499
3256,17495
614,15895
11529,33990
301,19485
2173,16995
6201,20950
5839,25490
14965,10800
1460,20498
1765,10950
7329,11995
12639,10490
6586,31299
4796,8500
10092,8995
8198,28499
3791,15790
1606,9237
5277,10495
5298,46402
8066,10995
15690,9689
4402,25799
3873,30000
5648,24800
2751,23142
5427,10390
8092,13787
9214,34724
8430,13500
9112,25988
7297,8495
2943,18675
1809,11399
15826,18299
12724,9999
9570,12300
4934,13650
2778,24775
4150,16780
4922,33990
11433,15499
9587,28995
5234,33495
3361,24890
2712,19498
10698,19202
6506,9800
10215,9998
2440,10998
2308,15991
1123,9498
1814,18500
4689,8700
5572,10790
16710,10475
472,23450
1658,7790
6088,18402
6258,3685
5619,18990
6774,25762
5203,20990
1274,8980
9354,17695
8905,6700
9291,36429
10221,16491
5952,27000
9990,17495
5485,11750
8011,16499
1396,12700
1960,13880
14774,20499
96,10600
5751,20500
1092,12498
3748,8450
8984,28599
3036,16050
6167,15999
13733,8849
6440,7650
1026,14995
11133,15890
2390,7990
5389,12500
11999,6995
7430,30200
5758,13291
8469,22499
11526,20495
2989,14998
1362,17900
10699,14995
14747,30999
10766,20299
3917,5995
6860,9298
5962,34500
3454,13995
1791,17998
11097,27925
9867,8990
51,8995
934,17298
5107,29999
4042,11700
6281,7492
5509,34995
11959,15500
11987,20280
6130,18495
14994,7995
6648,30422
860,15998
9719,5899
12621,10800
6469,20888
4997,13395
2166,9995
6337,9000
2331,28480
724,9895
1386,7698
36,10800
552,22998
4009,56810
14607,5899
2792,12475
5531,10300
14341,15995
8273,17499
10572,21500
2183,12000
9903,12999
15047,10700
13767,41950
5846,20440
4822,12498
2510,11995
3664,13640
16342,1999
405,16698
7679,25500
3913,27990
3347,28950
4272,23500
7670,37888
10238,28995
17009,8137
2678,29260
545,33626
3595,13140
580,25998
1249,9000
57,48995
8010,15698
6113,32999
17175,15495
4105,6250
4509,15910
3636,11750
10945,13299
11650,14899
8474,28900
35,15787
6098,29999
11701,18990
127,12750
9198,10900
11822,7000
1578,20750
16394,7475
1982,13990
12646,10995
5047,6390
12439,15900
1405,28620
6436,12599
8156,10250
2601,12940
709,18990
5739,19490
10208,18995
3973,6000
589,10998
0,12000
6722,37495
13807,11495
3460,9990
9620,11995
64,14000
9664,12295
5670,14298
8383,17949
3957,13495
3168,7209
6405,22594
12993,19345
5898,35950
5460,18900
355,18995
1424,20495
3781,6995
8511,8680
2476,19980
4284,24990
2910,16600
650,17750
1666,5690
2369,14585
2579,12360
7302,10498
1021,16998
14048,28995
8263,12500
5146,31444
12317,17000
9050,11557
1363,26995
6841,22994
9202,22199
3861,31500
8581,20199
995,15490
14225,14490
15162,20200
1328,10490
661,23489
5579,18956
3394,23490
10172,6890
2784,23192
10477,9495
6238,19400
708,15998
17183,9250
6048,31990
10689,14200
6580,21746
586,14295
15806,10989
3824,21250
3783,25995
12350,11000
3253,24698
3439,17520
814,13998
2882,14500
2258,18798
8282,15499
7773,32444
7277,6998
11405,11995
1705,11923
1372,10995
11288,39750
1024,13998
188,17499
8502,39599
5050,28866
9556,23124
14947,19998
9461,10328
10640,18800
2292,10491
14375,6795
4059,13500
16138,11750
9175,23995
16345,10699
10235,18995
993,17498
4061,27272
1609,7990
15329,9700
5627,22890
12508,11900
8338,12790
4900,7295
1057,16998
1271,9619
6901,29641
5607,15989
9982,24500
11606,19980
13117,37990
1991,23995
4238,19980
2344,10980
11875,19000
3863,9690
7165,9495
3989,7480
2471,14295
1557,16500
9983,11000
12136,15600
9746,11000
11162,15000
8281,14499
8546,12990
12596,10500
3367,6940
9476,13999
13968,27490
3420,26950
15907,8899
2051,16722
12092,15299
4881,37921
6191,18499
12164,18490
11714,20790
3483,32499
7066,10298
9260,15250
2145,35109
8055,23799
3296,11995
4719,32305
17499,13950
6487,30962
5483,12530
4172,28980
3831,10997
9181,29990
10120,14499
3091,24500
791,40950
13006,17000
1534,11998
13044,18799
7682,19126
5493,13995
8032,26199
17428,6995
5700,19995
6727,19999
12921,11170
15106,13000
6402,26806
2904,13995
3231,14995
11138,9995
17800,13500
5923,20750
7119,22495
5027,20990
3044,14550
13819,2499
387,19995
2066,17298
4340,44160
1843,12990
9286,10675
9708,5700
3967,9495
10018,11200
11557,12699
3825,19950
5884,13995
922,9998
7041,14383
9063,11290
17151,15250
12502,18500
2634,11799
13346,24295
5088,7295
2644,10490
10765,9995
5927,12350
11467,21999
3904,46440
2411,26480
290,17790
16089,5995
1281,6550
9817,21990
3901,26490
3519,5698
10285,16500
1157,16770
14894,32671
1334,24989
9284,12895
196,9998
4771,7995
9362,24495
4520,18495
85,17624
5877,26700
8550,15320
1533,17790
6447,11999
5407,16979
6928,30299
6542,5999
9877,12990
1840,15000
5327,14400
2296,21790
13855,29991
2714,32732
5157,37999
12410,15200
4391,93950
7060,8998
2154,10000
8117,34919
7098,4941
12531,8500
6051,36500
5370,14289
1712,10298
5413,10499
2074,10210
8635,22399
1339,16000
7882,10137
1817,19891
7846,4495
2834,30980
13106,12900
11050,19449
2989,32195
3623,18690
4247,11200
2022,3495
10420,10110
5282,7710
4967,12492
8783,11300
12813,17700
2677,29152
8945,15199
1553,15882
7998,12387
12376,13500
14685,12950
4525,23490
5502,13890
10566,5989
6520,6760
7277,15695
795,13998
393,18498
7476,25944
702,20295
5992,8391
9964,19980
11544,26999
17713,8988
9509,7500
1529,18998
10897,17000
4000,6970
2154,20990
6371,53989
2830,1550
1858,14880
548,13995
1113,5495
3780,18670
14177,14998
430,22795
1083,7450
6671,17991
3300,11291
11570,10695
10962,10199
711,14498
127,8295
4900,23990
3192,48980
523,10998
16403,17499
11662,18500
4486,29980
6649,17575
2997,12465
4421,18890
15592,9000
446,23425
4301,9900
1464,30991
4679,4990
9302,24790
3772,16999
852,23000
12926,44950
2229,26795
3106,33980
9096,45488
1804,18340
867,9798
16570,5295
1756,16995
8027,8151
4115,7490
132,15995
2934,14495
331,20498
3878,18990
715,35495
6214,11995
1939,34993
6698,23961
4736,58700
7625,13790
958,20140
3579,12495
17837,12500
2801,17991
16823,8375
7170,11000
4911,15550
5741,21950
5685,23490
4124,19260
7432,12999
2102,7550
2367,18341
1089,6998
6464,17495
3751,47980
9429,5995
3615,37250
10909,23495
9357,16577
5136,12499
3543,18610
3174,6498
2403,18480
12397,12500
3299,13490
8245,8990
7486,8699
12112,13490
14923,15400
9326,19990
1933,19990
1254,25100
7029,21500
2835,19990
4951,28980
4499,10950
119,20498
5574,22495
8129,14000
4229,27850
5477,16888
13822,8980
10920,12799
11875,26990
6312,15900
5734,17990
10376,13491
3609,18995
12192,11970
5135,9799
17755,2100
9304,14650
3139,37980
3770,11499
15219,15489
3519,37980
6328,11895
3342,15400
9071,13390
